clade	ac351	ac352	ac353	ac354	ac355	ac356	ad363	ad364	ad365	ad366	ad367	ad368	am357	am358	am359	am360	am361	am362	amd782	amd783	amd784	amd785	amd786	amd787	bc351	bc352	bc353	bc354	bc355	bc356	bd363	bd364	bd365	bd366	bd367	bd368	bm357	bm358	bm359	bm360	bm361	bm362	bmd782	bmd783	bmd784	bmd785	bmd786	bmd787
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	17992999	21667962	26345667	37229794	24046263	26419660	30985812	18406139	17659900	18741995	17259007	16108151	20701156	16793334	20804891	29728592	22767339	20802282	20083890	23134444	25252491	17531435	16472699	15065364	35051375	33003677	36266350	25119719	46987681	35528706	24633798	25265453	14131115	23137560	23362274	14670143	26150383	16900983	9033806	15309969	19599216	16148231	26648711	28650476	33438111	21616154	31597650	19261934
k__Bacteria|p__Bacteroidota|c__CFGB37573|o__OFGB37573	0	2846	8618	19455	0	81536	21293	11443	484	12289	532	7400	0	2780	14212	0	3980	45662	5536	8620	2192	2279	9398	6811	0	0	10366	1614	4811	0	3451	3173	512	1241	337	0	0	6377	3343	2441	8241	6007	9260	8838	0	12660	0	0
k__Bacteria|p__Bacteroidota|c__CFGB50354|o__OFGB50354	748333	179841	2407095	95426	512548	42901	278982	126964	48385	400794	101012	74461	601443	101775	219192	699526	299567	476392	222282	299691	281626	601660	100659	180734	0	0	430498	105565	205100	435066	77665	103232	43770	60196	193193	99077	1556711	94219	55952	29003	71915	91204	396263	195095	0	234544	0	0
k__Bacteria|p__Bacteroidota|c__CFGB9388|o__OFGB9388	163058	63994	50823	30622	14554	15217	119875	63326	17870	67975	42529	55865	0	2613	7923	12155	25934	67104	53144	70881	27524	65053	26495	27833	0	0	46549	36977	39231	66448	43185	1948	20461	32442	97891	26039	93273	42476	13266	23192	31209	21654	63649	46431	0	181727	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB10197|o__OFGB10197	0	0	0	0	0	0	12263	1709	3622	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	289	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318	3402	461	2881	5852	0	830	5659	3543	2060	7704	929	1053	1055	6433	5803	14936	3280	4307	7514	13440	2222	12393	22175	14254	0	899	7127	3243	4529	3574	3324	1194	316	631	635	481	451	3032	490	660	673	1681	4293	2348	0	4721	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	2688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	145022	214088	88317	66082	11392	5925	28999	19135	17621	20637	20327	147100	33215	7683	35024	83205	497490	584944	141329	37223	13002	481532	847119	1123260	1790	29396	90853	21812	20935	23679	163869	24434	24602	15943	47652	37252	13964	11232	2331	11187	8129	19124	27892	36305	18961	244515	163673	39545
k__Bacteria|p__Firmicutes|c__CFGB10213|o__OFGB10213	0	0	0	0	0	0	0	0	0	0	0	0	1731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10289|o__OFGB10289	0	0	0	0	0	0	203	612	0	926	0	0	11224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	1595	76	416	0	89	0	0	976	0	0	0	0	0	13	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10290|o__OFGB10290	0	0	0	2098	0	0	3304	3159	0	914	12148	6810	2082	1951	3127	10061	0	2835	3156	0	4387	30007	26212	14515	13280	18	1244	760	207	2284	3160	3068	382	0	2079	0	141	817	1105	0	2190	0	4136	3631	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	0	227	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	0
k__Bacteria|p__Firmicutes|c__CFGB10349|o__OFGB10349	0	0	0	0	0	0	1638	60	1486	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10667|o__OFGB10667	0	0	0	0	0	0	3249	2681	0	683	7803	2137	1789	0	916	0	0	0	4804	6145	5791	3535	56201	8019	0	0	0	0	0	0	658	0	0	0	0	4856	0	0	0	0	0	0	0	0	5486	0	14349	15048
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	990	4437	0	1082	1270	6819	0	0	0	0	0	0	143685	41471	6393	286	0	0	0	0	0	0	0	0	1847	0	4824	7548	12583	46599	0	0	0	0	0	0	207	0	0	0	4053	0	0	0	4322	0	84	0
k__Bacteria|p__Firmicutes|c__CFGB2833|o__OFGB2833	0	0	1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	87
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838	3456	11830	73945	47300	149396	522	175735	280892	109594	134014	92366	29467	3053	418	14408	19411	57904	74394	20533	240345	141707	41945	120543	68088	65025	104087	83212	30079	16760	22109	19515	45433	48031	33327	85429	80982	13313	246490	26970	18841	12885	26762	131495	45834	2691	22442	28160	64503
k__Bacteria|p__Firmicutes|c__CFGB28439|o__OFGB28439	0	99	4907	99	527	0	3391	4877	2346	3367	4502	418	0	0	0	0	0	0	0	0	0	0	0	0	5413	7148	0	345	0	0	0	0	782	608	79	4702	49	36886	0	205	627	99	0	0	3575	4386	1438	3099
k__Bacteria|p__Firmicutes|c__CFGB2846|o__OFGB2846	841	0	3648	0	0	0	0	0	38	0	92	0	0	0	0	0	0	274	0	0	0	0	0	0	1330	1280	838	0	0	0	0	0	0	0	0	0	0	3966	197	0	840	0	0	0	187	164	0	0
k__Bacteria|p__Firmicutes|c__CFGB2873|o__OFGB2873	5124	7013	30096	7956	1820	0	13335	28251	2362	12984	1475	6504	1423	2662	308	626	3751	27425	12692	22155	2223	0	1866	0	0	0	1622	36	723	6795	2772	294	1440	1135	622	233	4441	0	0	0	0	1921	2126	384	15367	0	14409	12640
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328	0	0	0	3487	0	0	0	0	47226	28256	105875	22251	0	0	0	41735	41280	11499	140294	234655	220	74574	150834	136415	0	0	0	0	0	0	8144	4119	37677	6390	5296	0	0	36122	0	1380	9059	3986	14249	17337	58365	0	51089	26862
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057	8990	49915	1618	16935	61460	6873	27139	15834	48130	18835	9641	633	0	0	0	0	0	0	0	0	0	0	0	0	48947	53331	0	36332	22555	6768	23697	2881	113547	4246	1487	88530	0	79736	57756	49941	50718	4326	5397	9158	40121	9020	29025	9825
k__Bacteria|p__Firmicutes|c__CFGB40333|o__OFGB40333	4690	7036	10347	10346	2245	8341	8198	3921	0	0	10740	4774	0	2969	0	0	0	0	3783	8077	4391	0	0	0	0	0	5578	9225	10333	7383	13476	1992	0	0	6951	0	6128	0	0	0	0	427	3301	3105	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB5209|o__OFGB5209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4881	0	0	0	10813	0	14199
k__Bacteria|p__Firmicutes|c__CFGB72709|o__OFGB72709	0	0	0	0	0	0	5813	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	1058	0	644	14003	0	0	0	0	3139	0	0	0	0	5715	0	1775	0	0	0	0	0	0	718	0	723	0
k__Bacteria|p__Firmicutes|c__CFGB72896|o__OFGB72896	0	0	0	0	0	0	0	0	0	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721	48829	8579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	37637	0	34395	14345
k__Bacteria|p__Firmicutes|c__CFGB77250|o__OFGB77250	16234	16172	91451	9318	39720	5412	25317	22979	8089	52750	31161	4136	0	1354	963	84	6015	7326	0	543	14186	1587	2098	2218	80858	21199	21145	11775	76217	9798	6637	1424	0	1112	2461	28301	0	22580	37100	0	1179	8847	4128	7447	11606	2587	1238	5405
k__Bacteria|p__Firmicutes|c__CFGB77305|o__OFGB77305	0	0	0	1502	2945	0	31997	106652	12659	3913	1995	1328	0	0	0	0	0	0	0	0	0	29798	0	0	0	0	0	0	0	1951	2981	2597	0	0	3026	8657	0	91077	18130	1879	11533	0	12737	13516	0	18600	499	0
k__Bacteria|p__Firmicutes|c__CFGB77306|o__OFGB77306	15365	0	0	2101	12358	187	11399	23387	737	0	0	0	0	0	0	941	0	0	608	0	0	10264	2651	512	11305	22661	0	2052	6476	0	8370	0	0	0	0	13558	0	22351	12067	2424	7705	0	2000	1995	0	6974	4440	0
k__Bacteria|p__Firmicutes|c__CFGB78137|o__OFGB78137	153944	11522	0	33361	14220	8256	65037	57009	144669	3613	0	0	21136	2661	36718	0	0	0	49157	90308	58925	102861	203750	66983	11826	0	28850	29606	26100	13500	30366	2725	46748	6093	0	0	10976	0	0	0	0	3581	0	3972	57835	0	138842	116053
k__Bacteria|p__Firmicutes|c__CFGB78857|o__OFGB78857	15874	31582	73076	460	136	1805	15714	23714	37520	2211	0	0	0	0	0	0	0	0	0	0	0	22909	0	0	32367	0	4424	4072	807	7116	140	0	0	0	0	0	0	35663	47293	5351	13141	0	0	0	7813	6995	0	206
k__Bacteria|p__Firmicutes|c__CFGB79257|o__OFGB79257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8118|o__OFGB8118	0	0	0	0	0	0	0	0	0	0	0	0	0	59630	318022	41980	3767	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338516	387166	19837	0	0	0	0	0	34314	0	0
k__Bacteria|p__Firmicutes|c__CFGB9507|o__OFGB9507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12151	2247	5830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9508|o__OFGB9508	2441	10364	26905	6432	553	586	65392	38899	7797	9178	7622	6591	604	0	1418	0	3458	14639	20677	26035	25399	1366	5119	1711	0	0	9631	11077	6439	14837	19920	23267	9051	5536	12476	10079	13388	3323	0	0	2831	1905	25005	6937	8765	10166	0	2444
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512	0	5019	1969	1444	0	17	9743	13425	4374	14405	480	2596	0	0	887	0	1731	1469	597	3377	0	1491	0	0	538	0	0	1494	228	15046	5059	3691	997	0	0	5621	13261	4052	0	0	191	929	6961	2634	7258	69	125	227
k__Bacteria|p__Firmicutes|c__CFGB9617|o__OFGB9617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4756	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622	20792	645	1096	3302	0	0	5712	2056	7865	847	1301	289	1755	677	1469	0	2263	4546	1749	5359	0	7840	5370	4821	6091	1430	2365	1394	1871	0	441	0	265	750	707	12470	0	24247	18307	3462	995	0	522	1250	237	3489	2488	4556
k__Bacteria|p__Firmicutes|c__CFGB9629|o__OFGB9629	0	0	1660	7406	407	0	21576	18884	18676	21047	2946	3005	0	3995	31276	32449	0	0	1905	2305	0	26115	13902	3848	9281	55260	55	217	0	1022	11868	8606	0	2313	0	32569	0	77203	107317	20333	11445	0	15464	33734	0	19225	0	277
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	0	0	0	226	0	0	0	3211	0	0	0	0	0	0	0	0	3233	0	0	0	0	0	0	0	2406	0	915	0	0	0	0	3423	194	0	201	4338	0	15002	1613	0	0	0	7759	10618	16073	0	19733	28620
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639	7999	14216	45618	2531	0	0	15963	25156	18884	26943	27053	37896	0	5285	35808	0	9906	1146	29328	10724	640	45952	16033	22292	13860	12581	8165	7848	0	0	20194	531	0	2826	25371	39936	0	27250	10125	2465	1928	769	5099	4360	0	7912	2371	3159
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656	4421	0	4902	0	0	0	0	0	0	0	0	0	0	6409	40348	5596	0	0	0	0	0	90029	57288	0	117079	60199	0	0	0	0	0	0	0	0	0	0	0	387333	35481	19142	28320	0	0	0	0	23672	0	0
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658	0	0	0	0	0	0	328	35348	0	0	0	0	0	0	0	0	0	0	0	2480	0	0	145	0	0	327	0	0	0	0	0	0	0	0	0	0	0	6668	3215	0	0	0	0	178	0	0	125	0
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	376	2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42550	10178	0	0	0	0	963	0	0	0	0	0	0	0	0	0	1154	4695	0	0	9664	0	0	0	541	2044	5785	2569	18838	13498
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	15824	16626	52888	27055	14812	1763	28974	20084	21473	37832	39625	16409	2657	5408	11663	14399	10702	7174	21800	47852	18317	13377	40054	12844	13711	12313	55187	26845	16697	6016	13602	4260	14330	8138	12416	118667	238	65261	68285	9726	12422	15190	26511	26754	83818	11107	16779	17615
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836	0	0	22852	0	0	0	0	0	0	0	7202	0	0	0	0	0	0	437	0	0	0	0	0	0	0	4354	0	0	0	0	0	0	0	0	0	0	0	1051	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960	72	0	3732	895	0	0	259	6915	0	4625	1002	7956	0	26937	44979	15931	28650	1092	0	28545	0	35694	2601	8872	0	0	10403	3723	0	0	0	0	0	0	11359	1833	0	0	1858	0	260	718	0	0	96	0	1606	1730
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	21822	48817	45229	16580	4645	11084	19081	21382	25411	7571	6419	4260	2166	6443	15051	33034	29430	117158	22332	26684	4136	45739	43414	205296	10291	6812	100298	13114	3735	1193	1496	0	10242	1626	4099	20036	653	55597	30329	3822	0	19156	365	1081	15431	25251	10117	18063
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	53111	200448	43713	183845	123125	190976	71815	32660	77065	32258	34735	48566	121151	202521	233749	236438	89590	62650	134862	128926	149303	136464	29032	102914	84712	89439	136100	202071	387070	313723	73658	49440	21510	79077	100772	43791	132281	46183	21732	72123	90847	39983	114049	79635	86998	118400	76218	88505
k__Bacteria|p__Proteobacteria|c__CFGB28310|o__OFGB28310	0	0	180	273372	21869	121953	155807	161408	819347	117473	752204	106455	0	0	0	153299	183613	488134	133356	321776	175804	245485	618609	106046	228434	107419	56183	213173	93641	99337	403549	97401	383383	109712	136748	731432	138534	395893	167928	97259	116268	55590	82846	157589	0	138011	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	14273	6146	7218	6555	12457	0	7030	20765	20278	38226	21341	5343	0	298	5855	3564	22211	14773	2614	21408	10335	7017	11273	2532	0	0	1203	991	3030	1125	17937	20058	2949	1979	4527	11260	7224	1410	9002	8201	1683	1512	9097	7169	0	18450	0	0
k__Bacteria|p__Tenericutes|c__CFGB1791|o__OFGB1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	1558274	1851085	0	403990	1651059	36573	0	0	27284	0	2467	0	4073316	2055764	1386510	5544	964	1792	143852	11121	14958	1822	8903	5457	179617	36703	0	478288	428488	343967	0	0	0	962	3241	2938	2461728	0	0	0	0	16121	0	31725	19259	2214	30637	7665
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	651825	392887	37272	432540	162133	418533	742629	0	169460	76198	553482	1909125	102218	5857	9542	953261	835110	3430024	3769431	1804029	1775637	782209	839649	920239	117724	236346	248	2521	746	0	67665	0	65907	13367	0	0	144	0	0	0	0	17335	0	8286	190579	0	292013	78326
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB77153|o__OFGB77153|f__FGB77153	11618	9236	13765	8920	1411	11324	6821	4343	3195	670	10898	23748	175	6013	9485	19759	72071	113689	35196	23897	4910	94137	137018	62228	3051	12612	0	4193	8450	5662	30098	4808	8273	7046	40093	12799	2286	6048	887	7014	4026	1814	12627	8728	9478	69171	78673	59932
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	753345	394924	9298	174669	49213	747984	109452	0	100610	61726	192550	765786	15344	39511	23209	57992	206361	269207	97427	27903	39460	126292	195772	195278	0	0	43354	76117	99946	165438	1094016	10749	537271	170406	335383	392675	28269	124193	50753	172576	417483	166982	164221	134573	0	1005464	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	177809	430186	42128	73675	49262	491815	59338	60195	56596	23829	51482	142688	277816	20606	32840	70580	104149	247746	187546	38864	24356	116064	233590	102687	17431	40107	47526	42237	55204	111605	191630	48534	94474	30083	131995	144954	36822	67248	20030	65606	86838	26440	64917	34290	55871	446443	248498	55294
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	1307702	1716353	253330	385294	216503	1740687	325601	249265	247991	116043	284610	821958	509377	38567	105492	461006	838199	1668789	1196209	242300	141021	533253	1431907	559887	225410	536809	177082	112376	152903	243078	693177	238657	308814	114904	526008	574821	83110	246434	47521	199727	277637	126558	460112	213926	451540	1607132	1345240	417998
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	126452	86076	569507	162883	58562	18747	333452	557235	205437	333957	206200	93045	36351	113817	576544	344638	418485	324834	190596	358299	70445	672418	519431	290532	248996	45774	116017	84500	77583	55149	184514	41165	52439	129907	30116	565223	21648	1497217	693948	117275	104693	29598	177732	168927	129081	402039	144355	118712
k__Bacteria|p__Bacteria_unclassified|c__CFGB77303|o__OFGB77303|f__FGB77303	0	7530	59172	47419	2865	4482	24897	10549	7240	23406	12588	0	0	5997	28357	1538	10537	0	8700	18528	4298	14010	52792	33392	19473	12433	28703	17854	12860	0	6148	3873	6193	4351	2196	35721	0	54370	13156	4271	3860	3496	12979	10919	20166	17454	16281	24426
k__Bacteria|p__Bacteria_unclassified|c__CFGB77359|o__OFGB77359|f__FGB77359	101426	23339	61886	4127	3495	0	40187	18737	28430	18108	1285	1641	0	0	0	0	0	0	0	0	307	0	14726	0	45868	74569	73545	5687	10950	2408	21367	1205	4455	10439	0	44148	0	189776	41399	10909	6033	10872	3251	4569	15244	27882	28981	40807
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	1198344	325162	217541	179699	1090537	736756	281336	719004	284745	402455	164813	99646	1065904	189272	76557	366997	231901	463943	500875	485968	690154	266909	168246	151776	0	0	141302	77486	195391	211909	216847	408813	123525	274113	244095	324987	66206	111415	88114	118246	142315	99566	616535	336292	49305	184326	27958	13871
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	3984893	5126867	7173328	7738652	10332897	11561643	1063877	309065	892394	710466	549245	505064	8995348	5217709	4712460	2098212	4536635	1635570	2188511	1672798	2138285	963845	1224863	911294	4883907	3077191	10452980	7408688	13304446	16512331	1494977	1220300	1240918	1431676	4589580	2406404	11759961	1331069	1104782	1600999	1953142	2890342	3280346	2990583	4121731	2197152	4095133	3237520
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	11019994	14620880	13711633	26148339	9778963	12962316	24887270	9954691	14657775	13714630	15056701	14232505	4555473	8846799	12079052	20253114	15744444	16548173	15763687	18935946	18636191	13018156	11763338	12679974	29644003	27009740	21841227	15160319	29699006	15989422	20068929	20568986	11531635	19608192	16862857	9994239	10290217	11965214	6486171	11841951	15288169	11923745	18213531	21878994	27743444	17461848	26334828	15553690
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	1766699	1249297	3477507	1727258	2769944	966783	425801	319703	742980	636373	325876	465126	5830053	2272525	3723307	2510293	2042317	1136323	1309615	1463953	3453592	2389900	1430384	1126248	0	0	3275179	2102116	3209210	1819179	388152	611836	345263	703430	906567	442611	4015677	239120	417216	308672	348875	771111	512442	534210	0	231452	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	15446	209841	1541377	1324317	16305	63626	4304185	7084540	1062145	3266290	1153921	800498	36084	10060	3722	4309306	140523	924114	299575	563889	276799	857042	1871634	179852	523465	2916746	339879	228871	446005	940053	2453714	2428015	882810	1106701	751823	1470796	18322	3246714	932510	1432639	1847458	418041	4000991	2885671	1523631	1527292	1139731	456853
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	7623	135915	224281	111529	57617	128536	23343	19136	19861	11781	8451	5312	218294	256969	209793	190670	71519	94159	21627	11890	57470	35583	14234	16220	0	0	215783	142239	133623	55812	11179	27503	6964	13448	7352	31106	0	7451	5013	7462	19257	45426	24866	24726	0	14084	0	0
k__Bacteria|p__Bacteroidota|c__CFGB37573|o__OFGB37573|f__FGB37573	0	2846	8618	19455	0	81536	21293	11443	484	12289	532	7400	0	2780	14212	0	3980	45662	5536	8620	2192	2279	9398	6811	0	0	10366	1614	4811	0	3451	3173	512	1241	337	0	0	6377	3343	2441	8241	6007	9260	8838	0	12660	0	0
k__Bacteria|p__Bacteroidota|c__CFGB50354|o__OFGB50354|f__FGB50354	748333	179841	2407095	95426	512548	42901	278982	126964	48385	400794	101012	74461	601443	101775	219192	699526	299567	476392	222282	299691	281626	601660	100659	180734	0	0	430498	105565	205100	435066	77665	103232	43770	60196	193193	99077	1556711	94219	55952	29003	71915	91204	396263	195095	0	234544	0	0
k__Bacteria|p__Bacteroidota|c__CFGB9388|o__OFGB9388|f__FGB9388	163058	63994	50823	30622	14554	15217	119875	63326	17870	67975	42529	55865	0	2613	7923	12155	25934	67104	53144	70881	27524	65053	26495	27833	0	0	46549	36977	39231	66448	43185	1948	20461	32442	97891	26039	93273	42476	13266	23192	31209	21654	63649	46431	0	181727	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB10197|o__OFGB10197|f__FGB10197	0	0	0	0	0	0	12263	1709	3622	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	289	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318	3402	461	2881	5852	0	830	5659	3543	2060	7704	929	1053	1055	6433	5803	14936	3280	4307	7514	13440	2222	12393	22175	14254	0	899	7127	3243	4529	3574	3324	1194	316	631	635	481	451	3032	490	660	673	1681	4293	2348	0	4721	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	2688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	145022	214088	88317	66082	11392	5925	28999	19135	17621	20637	20327	147100	33215	7683	35024	82776	496707	580342	140916	37183	13002	480925	846656	1122821	1790	29396	90853	21812	20935	23679	163869	24434	24602	15943	45905	37183	13964	11232	2331	11187	8129	19124	27892	36305	18961	243006	163673	39545
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	783	4375	413	40	0	607	463	439	0	0	0	0	0	0	0	0	0	0	1747	69	0	0	0	0	0	0	0	0	0	1509	0	0
k__Bacteria|p__Firmicutes|c__CFGB10213|o__OFGB10213|f__FGB10213	0	0	0	0	0	0	0	0	0	0	0	0	1731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10289|o__OFGB10289|f__FGB10289	0	0	0	0	0	0	203	612	0	926	0	0	11224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	1595	76	416	0	89	0	0	976	0	0	0	0	0	13	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10290|o__OFGB10290|f__FGB10290	0	0	0	2098	0	0	3304	3159	0	914	12148	6810	2082	1951	3127	10061	0	2835	3156	0	4387	30007	26212	14515	13280	18	1244	760	207	2284	3160	3068	382	0	2079	0	141	817	1105	0	2190	0	4136	3631	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299|f__FGB10299	0	227	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	0
k__Bacteria|p__Firmicutes|c__CFGB10349|o__OFGB10349|f__FGB10349	0	0	0	0	0	0	1638	60	1486	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
